age,income,credit_score,loan_amount,loan_purpose,employment_years,debt_ratio,num_credit_lines,marital_status,education,loan_approved
51,93782,776,128520,Auto,29,0.33,3,Married,Bachelor,Rejected
29,51663,765,43221,Home,8,0.28,7,Married,High School,Approved
52,92990,730,105131,Education,33,0.54,11,Divorced,Bachelor,Rejected
52,84502,772,21923,Home,32,0.31,11,Married,Bachelor,Approved
18,70285,794,86761,Home,0,0.26,6,Single,Bachelor,Approved
57,74634,638,12202,Auto,37,0.55,7,Single,High School,Approved
39,90551,625,100675,Business,20,0.53,4,Married,Master,Rejected
46,121797,670,115443,Home,26,0.39,13,Single,PhD,Approved
25,50511,698,16218,Business,6,0.33,13,Single,High School,Approved
28,36328,821,50692,Personal,8,0.29,10,Married,High School,Approved
58,65250,724,102148,Auto,36,0.34,13,Married,High School,Rejected
54,102097,757,11716,Education,32,0.22,8,Married,Master,Approved
31,71613,678,21088,Home,12,0.42,8,Single,Bachelor,Approved
47,88874,746,36001,Business,25,0.6,7,Married,Bachelor,Rejected
52,101201,819,136022,Home,33,0.43,13,Single,Bachelor,Rejected
38,76116,850,9286,Auto,16,0.18,7,Married,Bachelor,Approved
54,91400,809,140811,Education,32,0.42,10,Single,High School,Rejected
22,41741,801,35158,Personal,3,0.38,13,Divorced,Bachelor,Rejected
36,55521,639,105393,Personal,15,0.42,13,Married,Bachelor,Approved
31,92204,717,10605,Business,9,0.23,8,Married,PhD,Approved
43,84014,724,61492,Personal,23,0.35,1,Married,Master,Approved
21,47390,691,8321,Business,0,0.48,6,Married,Master,Approved
42,91739,811,17170,Education,23,0.19,2,Single,Bachelor,Approved
62,107503,814,61045,Home,40,0.28,1,Married,Bachelor,Approved
59,105284,838,145005,Auto,40,0.31,12,Single,Bachelor,Rejected
42,96492,617,145978,Education,24,0.5,10,Divorced,Master,Rejected
35,48438,688,115540,Education,13,0.52,7,Married,High School,Rejected
57,94672,850,106101,Personal,35,0.06,6,Single,High School,Approved
25,22353,671,5818,Personal,5,0.5,5,Married,High School,Rejected
56,81939,735,13434,Auto,35,0.53,5,Single,Bachelor,Approved
57,79136,781,126494,Home,39,0.52,9,Single,High School,Rejected
31,46391,768,35571,Education,9,0.27,9,Divorced,High School,Approved
49,90053,850,45694,Personal,28,0.32,12,Married,High School,Approved
68,98690,850,99426,Education,40,0.11,12,Married,High School,Approved
55,115424,850,123792,Home,33,0.05,6,Single,Master,Approved
50,77201,811,50485,Business,32,0.3,13,Single,High School,Approved
40,64674,788,148141,Home,22,0.36,3,Divorced,Bachelor,Rejected
32,65149,819,62198,Education,10,0.38,7,Single,Bachelor,Approved
50,126759,791,103316,Education,31,0.47,4,Single,Master,Approved
42,57599,645,93970,Auto,20,0.81,5,Married,High School,Rejected
34,87393,727,77928,Education,12,0.29,7,Married,PhD,Approved
50,87647,838,92798,Personal,30,0.19,12,Married,Bachelor,Approved
64,140997,795,57290,Auto,40,0.43,7,Single,PhD,Approved
72,121117,831,127664,Education,40,0.38,10,Single,Master,Approved
19,39100,712,148004,Home,0,0.26,8,Single,High School,Rejected
31,47665,737,16766,Education,12,0.49,1,Divorced,High School,Approved
70,87589,850,93247,Home,40,0.23,5,Single,High School,Approved
57,102790,725,18292,Home,37,0.33,12,Married,Bachelor,Approved
57,81603,723,77944,Education,38,0.34,9,Married,High School,Approved
68,107407,850,111446,Home,40,0.21,7,Married,High School,Approved
56,104231,813,39533,Business,34,0.09,11,Divorced,Bachelor,Approved
68,79003,850,85773,Auto,40,0.38,12,Single,High School,Rejected
23,24042,653,129433,Education,1,0.56,13,Single,High School,Rejected
23,53653,705,141850,Business,2,0.49,2,Married,Bachelor,Rejected
20,31833,695,40059,Home,0,0.5,1,Single,High School,Rejected
24,37525,731,127418,Home,3,0.23,8,Married,High School,Rejected
68,103078,850,140938,Auto,40,0.38,9,Married,Bachelor,Rejected
25,60051,782,78965,Business,7,0.14,10,Divorced,Bachelor,Approved
59,115313,778,65661,Business,38,0.38,5,Single,Master,Approved
69,110633,636,48352,Education,40,0.56,14,Divorced,Bachelor,Rejected
32,70730,612,115051,Home,12,0.56,11,Single,Bachelor,Rejected
64,121067,755,93373,Personal,40,0.65,6,Married,Bachelor,Rejected
46,95353,719,39075,Education,27,0.5,2,Married,Master,Approved
50,104888,719,96931,Education,30,0.42,11,Married,Master,Approved
69,107810,730,29104,Education,40,0.48,5,Married,Master,Approved
47,103762,762,70827,Auto,27,0.45,12,Divorced,Bachelor,Approved
56,61245,850,74222,Auto,34,0.23,4,Divorced,High School,Approved
44,85828,801,137714,Education,26,0.12,8,Divorced,High School,Approved
53,80434,789,102013,Personal,33,0.48,8,Single,High School,Rejected
46,101684,661,67845,Business,25,0.66,14,Divorced,Master,Rejected
55,97343,760,13769,Business,36,0.49,5,Married,Bachelor,Approved
74,105311,802,100369,Home,40,0.07,11,Single,Bachelor,Approved
50,82380,713,55375,Business,31,0.27,8,Single,High School,Approved
54,94633,825,17268,Business,34,0.32,6,Single,Master,Rejected
44,56478,850,146916,Personal,22,0.07,10,Single,High School,Approved
72,81549,850,79174,Business,40,0.14,6,Married,High School,Approved
50,77974,717,107677,Personal,29,0.34,13,Divorced,High School,Rejected
21,45043,693,147305,Auto,0,0.39,13,Married,Bachelor,Approved
39,82680,714,35496,Personal,21,0.2,4,Married,Bachelor,Approved
19,61647,745,83807,Auto,0,0.14,10,Divorced,Master,Rejected
27,49585,680,24465,Personal,6,0.53,12,Single,High School,Approved
22,40597,761,144322,Education,2,0.29,11,Divorced,Bachelor,Approved
27,56081,710,65503,Auto,7,0.31,3,Married,Bachelor,Rejected
50,83093,822,26310,Auto,28,0.27,9,Married,High School,Approved
71,129093,834,135301,Business,40,0.23,5,Single,Master,Approved
55,82703,707,98518,Auto,35,0.55,10,Married,Bachelor,Rejected
30,46788,783,37206,Personal,8,0.22,10,Single,Bachelor,Approved
48,99682,850,14764,Education,27,0.38,4,Married,Master,Approved
64,102651,782,148914,Education,40,0.35,6,Single,Bachelor,Rejected
53,78845,850,139048,Business,33,0.06,14,Divorced,High School,Approved
62,112961,804,143498,Personal,40,0.39,4,Single,Bachelor,Rejected
41,61393,813,31710,Personal,19,0.12,6,Single,High School,Approved
69,93476,692,46387,Home,40,0.45,10,Married,High School,Approved
73,96706,826,142558,Auto,40,0.17,8,Single,High School,Approved
32,76741,723,117418,Business,14,0.43,8,Married,Bachelor,Rejected
46,54939,778,27623,Education,27,0.29,12,Divorced,Bachelor,Approved
25,32133,827,28806,Home,4,0.25,6,Married,High School,Approved
22,42170,681,142045,Personal,4,0.38,1,Single,Bachelor,Rejected
46,103753,822,119162,Auto,26,0.13,13,Married,Master,Approved
64,85378,820,10521,Education,40,0.34,1,Married,High School,Approved
21,33758,677,17891,Home,2,0.47,14,Married,High School,Rejected
29,65521,740,87331,Personal,8,0.51,3,Single,Bachelor,Rejected
62,83970,754,27474,Education,40,0.28,2,Married,High School,Approved
19,48628,661,15687,Education,0,0.3,1,Married,Bachelor,Approved
44,83038,813,103550,Personal,25,0.13,1,Single,High School,Approved
48,93816,797,147081,Personal,27,0.24,12,Single,Bachelor,Approved
68,89142,850,93762,Business,40,0.12,12,Married,Bachelor,Approved
68,102082,784,93484,Education,40,0.42,12,Married,Bachelor,Approved
53,113058,716,105475,Personal,33,0.48,6,Divorced,Master,Approved
53,115027,719,49291,Home,33,0.28,7,Married,Master,Approved
43,79976,801,53296,Auto,25,0.19,8,Single,Bachelor,Approved
60,98602,719,45225,Business,40,0.4,3,Single,Bachelor,Approved
44,68177,803,39828,Personal,25,0.22,1,Divorced,High School,Approved
22,40131,642,38712,Auto,4,0.45,5,Divorced,Bachelor,Rejected
37,66497,682,31823,Business,17,0.64,8,Divorced,High School,Rejected
28,87686,850,141433,Education,6,0.22,12,Married,Master,Approved
27,44446,732,96374,Auto,7,0.24,11,Single,High School,Rejected
57,99675,782,85174,Business,38,0.13,14,Married,Bachelor,Approved
55,90409,828,43052,Personal,34,0.37,11,Married,High School,Approved
23,57219,814,28265,Personal,3,0.36,4,Single,Bachelor,Approved
25,63244,682,95287,Business,4,0.31,2,Married,Master,Approved
40,56521,749,47012,Education,18,0.35,9,Single,High School,Approved
64,113904,850,15916,Business,40,0.19,12,Single,Master,Approved
43,69146,821,130462,Home,25,0.1,13,Married,High School,Approved
63,107989,736,80045,Business,40,0.24,9,Married,Bachelor,Approved
60,109198,802,94860,Business,38,0.06,3,Divorced,Master,Approved
29,35753,714,47634,Personal,11,0.22,7,Single,High School,Rejected
43,99239,693,100479,Education,25,0.4,13,Single,PhD,Rejected
30,52165,741,79992,Business,12,0.36,1,Single,High School,Approved
57,88385,850,16369,Auto,39,0.08,8,Single,High School,Approved
35,81664,632,24329,Personal,15,0.51,8,Single,Master,Approved
42,67645,727,91700,Personal,22,0.32,13,Married,High School,Rejected
50,110990,772,107960,Business,30,0.16,3,Married,PhD,Approved
64,124297,821,17410,Auto,40,0.3,12,Married,PhD,Approved
57,84910,765,138737,Business,35,0.26,5,Divorced,High School,Approved
60,84713,773,7684,Auto,38,0.22,4,Married,Bachelor,Approved
29,42410,622,24887,Personal,10,0.47,7,Single,High School,Approved
61,128164,850,142252,Auto,39,0.18,11,Single,Bachelor,Approved
53,66014,850,51779,Business,33,0.38,7,Divorced,High School,Approved
65,85702,850,73095,Home,40,0.15,11,Married,High School,Approved
21,20000,802,132510,Home,2,0.34,8,Married,High School,Rejected
22,47162,687,106261,Auto,3,0.39,5,Divorced,Bachelor,Rejected
73,154665,792,61068,Business,40,0.39,13,Divorced,PhD,Approved
54,114169,804,23113,Education,33,0.36,11,Divorced,Master,Approved
25,47862,705,47861,Home,6,0.31,5,Married,Bachelor,Approved
59,126814,823,83487,Personal,40,0.19,8,Single,Bachelor,Approved
66,102576,827,30617,Business,40,0.19,5,Divorced,Master,Approved
45,75039,770,103330,Business,27,0.39,13,Married,High School,Rejected
48,87649,826,138655,Home,28,0.16,14,Single,Bachelor,Approved
26,81529,764,31250,Education,6,0.13,13,Married,PhD,Approved
71,98070,722,8055,Personal,40,0.56,1,Married,High School,Rejected
68,93180,850,77337,Education,40,0.31,11,Divorced,Bachelor,Approved
46,105126,762,132615,Personal,28,0.45,3,Married,Master,Rejected
31,78356,725,107255,Home,11,0.48,2,Single,Master,Rejected
57,94789,850,65532,Business,39,0.36,12,Divorced,Bachelor,Approved
58,104999,742,94376,Personal,37,0.29,10,Married,High School,Approved
39,59681,805,14933,Business,21,0.3,5,Married,High School,Approved
28,37613,667,36979,Auto,6,0.59,13,Single,High School,Rejected
40,67723,797,50047,Auto,22,0.27,8,Single,Bachelor,Approved
18,28366,723,9137,Home,0,0.38,9,Married,High School,Approved
63,143347,723,16423,Home,40,0.45,9,Single,Master,Approved
54,75472,712,94851,Home,32,0.39,1,Single,High School,Rejected
38,60687,703,39482,Auto,17,0.51,1,Married,High School,Approved
43,92005,737,57483,Personal,25,0.29,1,Married,Bachelor,Approved
63,103185,740,39754,Education,40,0.45,1,Married,Bachelor,Approved
53,73904,850,28363,Home,32,0.08,9,Single,High School,Approved
71,109722,679,22085,Education,40,0.55,1,Married,Bachelor,Approved
40,74087,694,61889,Education,21,0.52,7,Married,Bachelor,Approved
74,86681,850,107090,Auto,40,0.3,6,Single,High School,Rejected
18,39398,676,84951,Personal,0,0.42,9,Single,High School,Rejected
71,119305,834,133227,Auto,40,0.48,11,Married,Master,Rejected
72,117132,772,134925,Home,40,0.19,9,Divorced,Bachelor,Approved
68,89080,850,61414,Auto,40,0.33,4,Married,High School,Approved
57,102328,840,122159,Auto,37,0.15,9,Single,Master,Approved
32,57242,625,91934,Auto,11,0.52,14,Single,PhD,Rejected
38,50618,756,37691,Home,16,0.47,13,Divorced,Bachelor,Approved
64,88340,825,59697,Home,40,0.31,14,Single,Bachelor,Approved
26,73165,820,139116,Auto,7,0.29,6,Married,Master,Approved
70,125286,729,8883,Auto,40,0.33,5,Married,PhD,Approved
26,31258,719,36712,Education,4,0.22,9,Single,Bachelor,Rejected
27,54190,781,118655,Personal,7,0.32,7,Married,Bachelor,Rejected
69,94181,850,26545,Education,40,0.19,9,Married,Bachelor,Approved
74,109630,794,23204,Personal,40,0.48,5,Married,Bachelor,Approved
70,94382,785,28268,Personal,40,0.52,4,Single,High School,Approved
43,86440,678,89383,Auto,24,0.49,10,Single,Bachelor,Rejected
58,92917,826,124755,Education,39,0.17,3,Married,Master,Approved
52,91954,751,101940,Personal,31,0.32,5,Married,Bachelor,Rejected
69,103785,797,33436,Personal,40,0.44,9,Single,Bachelor,Approved
42,67283,769,140197,Home,23,0.47,3,Single,Bachelor,Rejected
43,44625,850,103524,Personal,24,0.07,1,Single,High School,Approved
28,57413,743,91842,Auto,9,0.46,2,Divorced,Bachelor,Rejected
55,105141,832,47973,Business,33,0.16,10,Married,Bachelor,Approved
19,20000,796,81369,Home,0,0.33,5,Divorced,High School,Rejected
24,29174,631,92533,Business,5,0.54,3,Single,High School,Rejected
35,98815,767,38521,Auto,15,0.52,6,Divorced,PhD,Approved
44,77249,665,143560,Business,24,0.55,11,Single,High School,Rejected
51,70376,820,44974,Personal,29,0.19,8,Married,High School,Approved
44,127310,738,128900,Business,22,0.23,6,Married,PhD,Approved
34,51046,796,47448,Education,16,0.27,10,Single,Bachelor,Rejected
60,84830,798,12938,Auto,40,0.33,9,Married,Bachelor,Approved
61,130177,813,109262,Education,40,0.38,6,Single,Master,Approved
68,66503,652,54934,Business,40,0.54,14,Single,High School,Approved
71,109615,849,70526,Education,40,0.21,5,Married,Bachelor,Approved
41,70554,804,102204,Home,19,0.26,4,Married,Bachelor,Approved
42,83989,644,26487,Business,22,0.56,2,Married,Master,Rejected
24,43733,809,17869,Education,2,0.18,6,Married,Bachelor,Approved
69,92109,650,119576,Personal,40,0.46,2,Married,Bachelor,Rejected
23,49316,727,87209,Business,5,0.34,5,Single,Bachelor,Rejected
70,105174,850,87299,Home,40,0.41,1,Single,Bachelor,Approved
41,75337,786,49933,Personal,23,0.23,3,Divorced,Bachelor,Approved
50,85650,702,81579,Business,31,0.46,10,Single,Bachelor,Approved
66,107541,820,145642,Personal,40,0.25,5,Married,Bachelor,Approved
46,99095,832,142958,Business,25,0.14,13,Single,Bachelor,Approved
60,100837,808,95177,Business,39,0.42,13,Married,Bachelor,Approved
39,80199,849,72719,Auto,18,0.05,7,Married,Bachelor,Approved
43,86338,823,99606,Education,24,0.26,8,Single,Master,Approved
45,70659,754,139846,Business,26,0.39,7,Single,Bachelor,Rejected
67,124533,723,34018,Home,40,0.46,7,Married,Master,Approved
38,83164,626,90839,Education,17,0.53,11,Single,Master,Rejected
66,116294,732,38545,Auto,40,0.62,2,Single,Bachelor,Rejected
24,62754,541,7566,Education,3,0.57,6,Married,Bachelor,Rejected
34,86390,649,81489,Education,12,0.38,5,Single,Master,Approved
37,78673,629,70355,Business,17,0.52,11,Divorced,Bachelor,Approved
58,84246,809,77940,Home,39,0.38,9,Married,Master,Approved
66,109445,688,131731,Business,40,0.45,12,Single,Bachelor,Rejected
37,80628,800,103382,Home,18,0.26,10,Married,Bachelor,Approved
71,77282,729,128865,Home,40,0.42,11,Married,High School,Rejected
39,75087,767,27129,Personal,20,0.28,4,Single,Bachelor,Approved
45,102072,767,35845,Business,25,0.32,12,Married,PhD,Approved
57,113775,751,84449,Auto,39,0.42,7,Single,Bachelor,Approved
66,95440,667,15739,Education,40,0.66,11,Single,Bachelor,Rejected
24,61071,634,138745,Personal,6,0.41,8,Single,Master,Rejected
18,40359,723,36171,Auto,0,0.35,14,Single,Bachelor,Approved
49,113994,833,94179,Business,31,0.23,6,Single,Bachelor,Approved
30,71546,733,105022,Home,11,0.48,3,Married,Bachelor,Rejected
47,98626,784,146696,Business,25,0.3,11,Married,Bachelor,Rejected
40,43368,751,113906,Business,21,0.41,5,Married,High School,Rejected
68,92307,726,57930,Personal,40,0.46,1,Married,Bachelor,Approved
73,118385,770,54649,Auto,40,0.54,14,Married,Bachelor,Approved
36,37898,731,68503,Personal,17,0.48,13,Married,High School,Rejected
49,84783,808,121659,Auto,31,0.17,8,Married,Bachelor,Approved
47,103053,845,101875,Personal,25,0.09,12,Single,Bachelor,Approved
46,57865,731,143659,Education,25,0.46,12,Divorced,High School,Rejected
66,86790,812,139599,Home,40,0.36,12,Single,Bachelor,Rejected
62,90474,693,56538,Home,40,0.41,11,Single,High School,Approved
46,64702,608,42455,Home,25,0.61,2,Married,Bachelor,Rejected
47,112872,717,25243,Education,27,0.26,13,Single,Master,Approved
33,58551,664,128793,Education,15,0.54,10,Single,Bachelor,Rejected
57,77547,830,116371,Home,39,0.26,7,Married,High School,Approved
36,54293,566,74231,Home,16,0.58,9,Married,High School,Rejected
35,48455,718,79648,Auto,15,0.46,1,Married,High School,Rejected
18,47523,849,37059,Auto,0,0.12,13,Married,Bachelor,Approved
31,51715,773,77778,Business,11,0.29,4,Single,High School,Approved
68,102827,609,80477,Personal,40,0.64,7,Single,Bachelor,Rejected
64,78385,736,60283,Auto,40,0.62,14,Married,High School,Rejected
67,127305,780,68853,Auto,40,0.44,9,Single,Master,Approved
19,23065,690,25001,Auto,0,0.4,2,Married,High School,Rejected
71,81309,799,7700,Auto,40,0.39,2,Single,High School,Approved
45,98926,673,122990,Education,25,0.42,6,Married,Master,Rejected
66,70713,802,18339,Business,40,0.33,3,Married,High School,Approved
67,93908,764,131378,Auto,40,0.53,4,Married,High School,Rejected
47,90457,704,34543,Personal,29,0.44,3,Married,Bachelor,Approved
55,107218,797,40930,Auto,34,0.21,13,Married,Bachelor,Approved
68,99996,739,34044,Education,40,0.45,1,Single,Bachelor,Approved
21,43248,695,83673,Home,0,0.37,14,Single,High School,Rejected
18,50296,694,117997,Home,0,0.3,14,Single,Bachelor,Rejected
25,38732,608,88725,Business,6,0.63,6,Married,High School,Rejected
46,88666,785,31012,Home,27,0.37,11,Single,High School,Approved
72,120952,803,83513,Auto,40,0.06,11,Married,Master,Approved
56,96816,799,102585,Education,38,0.31,13,Single,Bachelor,Rejected
20,31238,706,26694,Business,0,0.5,2,Married,High School,Rejected
49,83110,742,103760,Auto,29,0.21,2,Divorced,Bachelor,Rejected
27,47236,688,37835,Home,9,0.49,7,Single,High School,Approved
27,85206,734,123777,Personal,8,0.2,5,Single,Master,Rejected
36,50919,745,23186,Auto,14,0.55,8,Single,High School,Approved
63,90901,804,49391,Personal,40,0.26,14,Married,High School,Approved
51,99478,850,110858,Personal,31,0.3,2,Married,Bachelor,Rejected
50,98872,850,109199,Business,28,0.29,13,Single,Bachelor,Approved
40,67473,743,33401,Education,18,0.44,10,Married,Bachelor,Approved
72,91723,827,102764,Home,40,0.63,8,Single,High School,Rejected
45,74022,683,63611,Home,24,0.35,7,Married,High School,Approved
49,91799,841,17202,Auto,29,0.35,13,Married,Bachelor,Approved
67,71379,807,38135,Home,40,0.26,10,Married,High School,Approved
24,74327,797,93121,Business,3,0.11,14,Single,Master,Approved
46,77228,762,118944,Home,28,0.28,8,Divorced,High School,Approved
25,61439,716,118765,Auto,7,0.16,11,Married,Bachelor,Rejected
18,33078,835,68535,Home,0,0.07,3,Single,Bachelor,Approved
74,91523,747,122328,Education,40,0.34,8,Single,High School,Rejected
72,113433,797,140579,Personal,40,0.27,6,Married,Bachelor,Approved
20,51194,635,120473,Personal,0,0.56,2,Married,Master,Rejected
41,53794,844,118056,Personal,20,0.22,6,Married,High School,Approved
40,95604,721,20475,Education,18,0.45,5,Married,Master,Approved
25,47328,581,84870,Business,6,0.45,3,Divorced,Bachelor,Rejected
71,87914,696,89366,Auto,40,0.55,1,Single,High School,Rejected
74,94653,736,128836,Education,40,0.32,7,Single,Bachelor,Rejected
64,108199,756,97814,Auto,40,0.55,2,Divorced,High School,Approved
54,104206,691,89285,Business,36,0.43,1,Married,Bachelor,Approved
20,42446,643,45185,Education,0,0.52,1,Married,Bachelor,Rejected
68,115576,776,69398,Home,40,0.71,7,Married,Master,Rejected
50,107716,807,101682,Business,30,0.33,12,Divorced,PhD,Approved
45,79898,696,81593,Personal,24,0.38,1,Married,Bachelor,Rejected
64,111650,848,112518,Education,40,0.3,9,Married,Bachelor,Rejected
25,27901,627,60535,Business,4,0.58,6,Married,High School,Rejected
51,95555,695,114626,Business,33,0.74,4,Single,Bachelor,Rejected
52,71326,719,119190,Education,30,0.46,12,Married,High School,Rejected
49,103801,792,19060,Personal,30,0.11,4,Single,Bachelor,Approved
41,67133,743,149679,Personal,19,0.22,13,Divorced,Bachelor,Rejected
31,51271,703,68560,Business,9,0.52,12,Married,High School,Rejected
49,85940,850,94610,Auto,28,0.18,14,Married,High School,Approved
73,86228,850,37970,Business,40,0.26,5,Married,High School,Approved
63,99114,796,49088,Education,40,0.25,2,Single,Bachelor,Approved
60,114227,698,16683,Education,40,0.34,5,Single,Bachelor,Approved
33,46687,700,139034,Education,13,0.39,2,Divorced,Bachelor,Rejected
21,53805,748,105631,Personal,3,0.07,12,Divorced,Bachelor,Rejected
69,89246,850,116789,Home,40,0.12,4,Single,Bachelor,Approved
54,90224,823,50321,Education,32,0.12,10,Divorced,High School,Approved
71,87479,850,68565,Education,40,0.14,11,Married,High School,Approved
38,68092,734,125454,Auto,16,0.35,14,Married,Bachelor,Rejected
31,55757,754,87095,Auto,12,0.38,5,Single,Bachelor,Rejected
48,59172,757,118610,Business,30,0.5,6,Divorced,High School,Rejected
72,102658,850,8532,Business,40,0.43,6,Married,High School,Approved
65,88289,795,119527,Business,40,0.26,9,Divorced,High School,Approved
35,99587,789,88463,Education,15,0.38,4,Married,Bachelor,Approved
24,26398,697,10456,Auto,3,0.51,13,Married,High School,Approved
27,47533,716,8413,Business,6,0.32,14,Married,Bachelor,Approved
24,55527,719,12085,Auto,3,0.3,5,Single,Master,Approved
50,70238,836,25563,Education,28,0.21,6,Single,High School,Approved
40,119252,776,42575,Education,19,0.23,4,Single,PhD,Approved
38,85101,726,12386,Business,20,0.45,6,Single,Bachelor,Approved
36,52454,782,105244,Education,15,0.35,2,Married,Bachelor,Rejected
65,117041,829,64150,Education,40,0.64,12,Married,Bachelor,Rejected
36,74327,781,131053,Auto,15,0.25,13,Divorced,Bachelor,Approved
53,99313,683,81566,Home,33,0.46,7,Single,Bachelor,Approved
46,77157,766,149210,Personal,26,0.41,3,Married,Bachelor,Rejected
35,43400,727,134549,Business,13,0.34,14,Single,High School,Rejected
19,32870,837,33812,Home,1,0.28,10,Single,High School,Approved
18,24468,670,93958,Business,0,0.44,4,Single,High School,Rejected
64,103126,767,81181,Home,40,0.43,9,Married,High School,Approved
22,24040,750,19628,Education,0,0.38,12,Single,High School,Rejected
37,34532,755,29486,Business,16,0.41,13,Married,High School,Approved
28,40985,804,128934,Home,6,0.36,5,Single,Bachelor,Rejected
59,107620,850,44266,Personal,40,0.1,9,Divorced,Master,Approved
19,57366,836,93268,Education,0,0.36,10,Married,Master,Rejected
20,47160,759,51557,Business,0,0.31,13,Divorced,Bachelor,Rejected
40,77038,732,21494,Business,21,0.64,10,Divorced,Bachelor,Rejected
72,124609,751,39486,Home,40,0.45,10,Divorced,Master,Approved
29,54477,828,66635,Business,8,0.38,12,Divorced,Bachelor,Rejected
37,54830,712,136197,Education,18,0.42,10,Married,High School,Rejected
22,80518,848,53814,Auto,2,0.2,6,Single,Master,Approved
54,111053,848,128141,Home,36,0.26,8,Single,Bachelor,Approved
55,101583,795,67363,Personal,35,0.3,5,Single,Bachelor,Approved
47,82666,822,48162,Business,29,0.41,5,Married,High School,Approved
26,20000,752,132083,Education,5,0.28,3,Married,High School,Rejected
51,96774,850,12590,Business,30,0.27,7,Divorced,Master,Approved
70,100677,850,39850,Personal,40,0.19,2,Divorced,Bachelor,Approved
61,81892,766,148206,Education,40,0.35,11,Married,High School,Approved
52,65542,781,135091,Personal,34,0.37,12,Married,High School,Rejected
69,109205,780,30230,Education,40,0.41,3,Divorced,Bachelor,Approved
39,88857,762,20058,Auto,20,0.25,2,Single,Bachelor,Approved
61,89871,781,84837,Education,40,0.41,13,Married,High School,Approved
41,99481,823,108397,Personal,22,0.19,8,Single,Master,Approved
34,53574,633,32039,Home,16,0.32,4,Married,High School,Approved
27,34583,746,43334,Auto,6,0.4,10,Single,High School,Rejected
47,93191,814,48525,Business,26,0.31,8,Divorced,Bachelor,Approved
73,75718,850,131681,Auto,40,0.12,8,Married,High School,Approved
63,101365,792,89194,Auto,40,0.13,8,Single,Master,Approved
40,62077,694,8972,Business,21,0.38,8,Single,Bachelor,Approved
49,95535,752,69936,Education,28,0.44,8,Married,Bachelor,Approved
34,51872,695,96703,Auto,14,0.4,12,Divorced,High School,Rejected
67,93765,708,114877,Auto,40,0.44,9,Married,High School,Rejected
68,106769,788,34519,Home,40,0.31,2,Married,High School,Approved
34,54366,694,107417,Home,14,0.46,9,Single,Bachelor,Rejected
31,76541,675,80864,Personal,13,0.4,8,Married,Bachelor,Rejected
26,66536,711,60881,Business,7,0.25,11,Married,Master,Approved
57,92016,751,29732,Education,35,0.43,10,Married,Bachelor,Approved
19,60812,637,80909,Education,0,0.39,1,Single,Master,Rejected
62,107377,639,10720,Personal,40,0.6,14,Married,Bachelor,Rejected
42,63894,699,64115,Education,24,0.56,5,Married,High School,Rejected
56,91603,850,120843,Education,37,0.34,11,Divorced,High School,Rejected
26,53352,789,56940,Home,5,0.29,2,Divorced,Bachelor,Approved
71,88006,792,141225,Education,40,0.58,10,Married,High School,Rejected
39,52837,638,76762,Education,18,0.43,5,Married,High School,Rejected
60,107383,722,89833,Personal,40,0.32,13,Single,Bachelor,Approved
63,106433,850,23206,Personal,40,0.05,8,Married,Master,Approved
21,20000,802,96471,Auto,0,0.24,9,Married,High School,Rejected
43,72825,828,100169,Education,21,0.23,9,Single,Bachelor,Approved
46,102948,703,15736,Education,25,0.33,1,Single,Master,Approved
62,126428,816,111937,Education,40,0.44,7,Married,Bachelor,Approved
51,77906,732,143043,Home,33,0.47,12,Single,High School,Rejected
40,42257,726,61577,Education,20,0.58,11,Married,High School,Rejected
54,91097,703,136003,Home,36,0.49,8,Married,Bachelor,Rejected
28,66588,718,92702,Auto,10,0.15,10,Single,Bachelor,Rejected
23,51797,725,83694,Business,1,0.5,3,Single,Master,Rejected
35,54442,692,96310,Education,15,0.61,13,Married,Bachelor,Rejected
38,62036,613,60155,Personal,17,0.6,6,Married,High School,Rejected
59,93148,804,133491,Personal,39,0.17,11,Single,High School,Approved
53,76774,817,147180,Education,31,0.32,3,Divorced,Bachelor,Rejected
58,81050,749,82613,Home,40,0.49,9,Married,High School,Rejected
55,91946,850,61938,Personal,33,0.18,13,Married,High School,Approved
51,101528,822,106163,Personal,32,0.09,3,Married,Bachelor,Approved
34,40526,803,73498,Auto,15,0.4,2,Divorced,High School,Rejected
54,59611,800,22751,Auto,33,0.25,9,Married,High School,Approved
42,77685,713,116161,Auto,20,0.11,11,Single,Bachelor,Rejected
55,78039,727,37390,Personal,34,0.53,13,Divorced,High School,Approved
29,43817,761,106213,Personal,8,0.37,14,Married,High School,Rejected
40,82846,793,113712,Education,21,0.27,8,Single,Bachelor,Approved
70,110437,822,65403,Education,40,0.21,8,Married,Master,Approved
59,85678,677,31859,Home,40,0.38,2,Married,High School,Approved
39,67509,697,104124,Personal,21,0.43,6,Divorced,Bachelor,Rejected
38,45367,709,130940,Education,16,0.4,13,Married,High School,Rejected
44,85147,796,32100,Education,23,0.12,13,Single,Bachelor,Approved
74,121440,815,122350,Auto,40,0.42,5,Married,Master,Rejected
48,71370,719,126792,Auto,28,0.45,14,Married,Bachelor,Rejected
23,70251,814,59524,Auto,2,0.3,12,Single,Master,Approved
44,65499,702,107757,Business,26,0.51,2,Married,High School,Approved
57,96211,850,90049,Education,39,0.22,5,Married,High School,Approved
51,96352,724,49974,Auto,31,0.54,4,Single,Master,Approved
